#,ACT-Scene,Text
132,ACT I - Scene II,"e, as 'twere with a defeated joy,
    With an auspicious, and a dropping"
133,ACT I - Scene II," eye,
    With mirth in funeral, and with dirge in marriage,
    In equa"
134,ACT I - Scene II,"l scale weighing delight and dole,
    Taken to wife; nor have we herein"
135,ACT I - Scene II," barr'd
    Your better wisdoms, which have freely gone  
    With this "
136,ACT I - Scene II,"affair along. For all, our thanks.
    Now follows, that you know, young"
137,ACT I - Scene II," Fortinbras,
    Holding a weak supposal of our worth,
    Or thinking b"
138,ACT I - Scene II,"y our late dear brother's death
    Our state to be disjoint and out of "
139,ACT I - Scene II,"frame,
    Colleagued with this dream of his advantage,
    He hath not "
140,ACT I - Scene II,"fail'd to pester us with message
    Importing the surrender of those la"
141,ACT I - Scene II,"nds
    Lost by his father, with all bands of law,
    To our most valia"
142,ACT I - Scene II,"nt brother. So much for him.
    Now for ourself and for this time of me"
143,ACT I - Scene II,"eting.
    Thus much the business is: we have here writ
    To Norway, u"
144,ACT I - Scene II,"ncle of young Fortinbras,
    Who, impotent and bedrid, scarcely hears
 "
145,ACT I - Scene II,"   Of this his nephew's purpose, to suppress
    His further gait herein"
146,ACT I - Scene II,", in that the levies,
    The lists, and full proportions are all made
 "
147,ACT I - Scene II,"   Out of his subject; and we here dispatch
    You, good Cornelius, and"
148,ACT I - Scene II," you, Voltemand,
    For bearers of this greeting to old Norway,  
    G"
149,ACT I - Scene II,"iving to you no further personal power
    To business with the King, mo"
150,ACT I - Scene II,"re than the scope
    Of these dilated articles allow.            [Gives"
151,ACT I - Scene II," a paper.]
    Farewell, and let your haste commend your duty.
  Cor., V"
152,ACT I - Scene II,"olt. In that, and all things, will we show our duty.
  King. We doubt it"
153,ACT I - Scene II," nothing. Heartily farewell.
                                 Exeunt Vol"
154,ACT I - Scene II,"temand and Cornelius.
    And now, Laertes, what's the news with you?
  "
155,ACT I - Scene II,"  You told us of some suit. What is't, Laertes?
    You cannot speak of "
156,ACT I - Scene II,"reason to the Dane
    And lose your voice. What wouldst thou beg, Laert"
157,ACT I - Scene II,"es,
    That shall not be my offer, not thy asking?
    The head is not "
158,ACT I - Scene II,"more native to the heart,
    The hand more instrumental to the mouth,
 "
159,ACT I - Scene II,"   Than is the throne of Denmark to thy father.
    What wouldst thou ha"
160,ACT I - Scene II,"ve, Laertes?
  Laer. My dread lord,
    Your leave and favour to return "
161,ACT I - Scene II,"to France;
    From whence though willingly I came to Denmark
    To sho"
162,ACT I - Scene II,"w my duty in your coronation,  
    Yet now I must confess, that duty do"
163,ACT I - Scene II,"ne,
    My thoughts and wishes bend again toward France
    And bow them"
164,ACT I - Scene II," to your gracious leave and pardon.
  King. Have you your father's leave"
165,ACT I - Scene II,"? What says Polonius?
  Pol. He hath, my lord, wrung from me my slow lea"
166,ACT I - Scene II,"ve
    By laboursome petition, and at last
    Upon his will I seal'd my"
167,ACT I - Scene II," hard consent.
    I do beseech you give him leave to go.
  King. Take t"
168,ACT I - Scene II,"hy fair hour, Laertes. Time be thine,
    And thy best graces spend it a"
169,ACT I - Scene II,"t thy will!
    But now, my cousin Hamlet, and my son-
  Ham. [aside] A "
170,ACT I - Scene II,"little more than kin, and less than kind!
  King. How is it that the clo"
171,ACT I - Scene II,"uds still hang on you?
  Ham. Not so, my lord. I am too much i' th' sun."
172,ACT I - Scene II,"
  Queen. Good Hamlet, cast thy nighted colour off,
    And let thine ey"
173,ACT I - Scene II,"e look like a friend on Denmark.
    Do not for ever with thy vailed lid"
174,ACT I - Scene II,"s
    Seek for thy noble father in the dust.
    Thou know'st 'tis commo"
175,ACT I - Scene II,"n. All that lives must die,
    Passing through nature to eternity.  
  "
176,ACT I - Scene II,"Ham. Ay, madam, it is common.
  Queen. If it be,
    Why seems it so par"
177,ACT I - Scene II,"ticular with thee?
  Ham. Seems, madam, Nay, it is. I know not 'seems.'
"
178,ACT I - Scene II,"    'Tis not alone my inky cloak, good mother,
    Nor customary suits o"
179,ACT I - Scene II,"f solemn black,
    Nor windy suspiration of forc'd breath,
    No, nor "
180,ACT I - Scene II,"the fruitful river in the eye,
    Nor the dejected havior of the visage"
181,ACT I - Scene II,",
    Together with all forms, moods, shapes of grief,
    'That can den"
182,ACT I - Scene II,"ote me truly. These indeed seem,
    For they are actions that a man mig"
183,ACT I - Scene II,"ht play;
    But I have that within which passeth show-
    These but th"
184,ACT I - Scene II,"e trappings and the suits of woe.
  King. 'Tis sweet and commendable in "
185,ACT I - Scene II,"your nature, Hamlet,
    To give these mourning duties to your father;
 "
186,ACT I - Scene II,"   But you must know, your father lost a father;
    That father lost, l"
187,ACT I - Scene II,"ost his, and the survivor bound
    In filial obligation for some term
 "
188,ACT I - Scene II,"   To do obsequious sorrow. But to persever  
    In obstinate condoleme"
189,ACT I - Scene II,"nt is a course
    Of impious stubbornness. 'Tis unmanly grief;
    It s"
190,ACT I - Scene II,"hows a will most incorrect to heaven,
    A heart unfortified, a mind im"
191,ACT I - Scene II,"patient,
    An understanding simple and unschool'd;
    For what we kno"
192,ACT I - Scene II,"w must be, and is as common
    As any the most vulgar thing to sense,
 "
193,ACT I - Scene II,"   Why should we in our peevish opposition
    Take it to heart? Fie! 't"
194,ACT I - Scene II,"is a fault to heaven,
    A fault against the dead, a fault to nature,
 "
195,ACT I - Scene II,"   To reason most absurd, whose common theme
    Is death of fathers, an"
196,ACT I - Scene II,"d who still hath cried,
    From the first corse till he that died to-da"
197,ACT I - Scene II,"y,
    'This must be so.' We pray you throw to earth
    This unprevaili"
198,ACT I - Scene II,"ng woe, and think of us
    As of a father; for let the world take note
"
199,ACT I - Scene II,"    You are the most immediate to our throne,
    And with no less nobil"
200,ACT I - Scene II,"ity of love
    Than that which dearest father bears his son
    Do I im"
201,ACT I - Scene II,"part toward you. For your intent  
    In going back to school in Witten"
202,ACT I - Scene II,"berg,
    It is most retrograde to our desire;
    And we beseech you, b"
203,ACT I - Scene II,"end you to remain
    Here in the cheer and comfort of our eye,
    Our "
204,ACT I - Scene II,"chiefest courtier, cousin, and our son.
  Queen. Let not thy mother lose"
205,ACT I - Scene II," her prayers, Hamlet.
    I pray thee stay with us, go not to Wittenberg"
206,ACT I - Scene II,".
  Ham. I shall in all my best obey you, madam.
  King. Why, 'tis a lov"
207,ACT I - Scene II,"ing and a fair reply.
    Be as ourself in Denmark. Madam, come.
    Thi"
208,ACT I - Scene II,"s gentle and unforc'd accord of Hamlet
    Sits smiling to my heart; in "
209,ACT I - Scene II,"grace whereof,
    No jocund health that Denmark drinks to-day
    But t"
210,ACT I - Scene II,"he great cannon to the clouds shall tell,
    And the King's rouse the h"
211,ACT I - Scene II,"eaven shall bruit again,
    Respeaking earthly thunder. Come away.
    "
212,ACT I - Scene II,"                            Flourish. Exeunt all but Hamlet.
  Ham. O th"
213,ACT I - Scene II,"at this too too solid flesh would melt,
    Thaw, and resolve itself int"
214,ACT I - Scene II,"o a dew!
    Or that the Everlasting had not fix'd  
    His canon 'gain"
215,ACT I - Scene II,"st self-slaughter! O God! God!
    How weary, stale, flat, and unprofita"
216,ACT I - Scene II,"ble
    Seem to me all the uses of this world!
    Fie on't! ah, fie! 'T"
217,ACT I - Scene II,"is an unweeded garden
    That grows to seed; things rank and gross in n"
218,ACT I - Scene II,"ature
    Possess it merely. That it should come to this!
    But two mo"
219,ACT I - Scene II,"nths dead! Nay, not so much, not two.
    So excellent a king, that was "
220,ACT I - Scene II,"to this
    Hyperion to a satyr; so loving to my mother
    That he migh"
221,ACT I - Scene II,"t not beteem the winds of heaven
    Visit her face too roughly. Heaven "
222,ACT I - Scene II,"and earth!
    Must I remember? Why, she would hang on him
    As if inc"
223,ACT I - Scene II,"rease of appetite had grown
    By what it fed on; and yet, within a mon"
224,ACT I - Scene II,"th-
    Let me not think on't! Frailty, thy name is woman!-
    A little"
225,ACT I - Scene II," month, or ere those shoes were old
    With which she followed my poor "
226,ACT I - Scene II,"father's body
    Like Niobe, all tears- why she, even she
    (O God! a"
227,ACT I - Scene II," beast that wants discourse of reason
    Would have mourn'd longer) mar"
228,ACT I - Scene II,"ried with my uncle;  
    My father's brother, but no more like my fathe"
229,ACT I - Scene II,"r
    Than I to Hercules. Within a month,
    Ere yet the salt of most u"
230,ACT I - Scene II,"nrighteous tears
    Had left the flushing in her galled eyes,
    She m"
231,ACT I - Scene II,"arried. O, most wicked speed, to post
    With such dexterity to incestu"
232,ACT I - Scene II,"ous sheets!
    It is not, nor it cannot come to good.
    But break my "
233,ACT I - Scene II,"heart, for I must hold my tongue!

          Enter Horatio, Marcellus, a"
234,ACT I - Scene II,"nd Bernardo.

  Hor. Hail to your lordship!
  Ham. I am glad to see you "
235,ACT I - Scene II,"well.
    Horatio!- or I do forget myself.
  Hor. The same, my lord, and"
236,ACT I - Scene II," your poor servant ever.
  Ham. Sir, my good friend- I'll change that na"
237,ACT I - Scene II,"me with you.
    And what make you from Wittenberg, Horatio?
    Marcell"
238,ACT I - Scene II,"us?
  Mar. My good lord!
  Ham. I am very glad to see you.- [To Bernardo"
239,ACT I - Scene II,"] Good even, sir.-  
    But what, in faith, make you from Wittenberg?
 "
240,ACT I - Scene II," Hor. A truant disposition, good my lord.
  Ham. I would not hear your e"
241,ACT I - Scene II,"nemy say so,
    Nor shall you do my ear that violence
    To make it tr"
242,ACT I - Scene II,"uster of your own report
    Against yourself. I know you are no truant."
243,ACT I - Scene II,"
    But what is your affair in Elsinore?
    We'll teach you to drink d"
244,ACT I - Scene II,"eep ere you depart.
  Hor. My lord, I came to see your father's funeral."
245,ACT I - Scene II,"
  Ham. I prithee do not mock me, fellow student.
    I think it was to "
246,ACT I - Scene II,"see my mother's wedding.
  Hor. Indeed, my lord, it followed hard upon.
"
247,ACT I - Scene II,"  Ham. Thrift, thrift, Horatio! The funeral bak'd meats
    Did coldly f"
248,ACT I - Scene II,"urnish forth the marriage tables.
    Would I had met my dearest foe in "
249,ACT I - Scene II,"heaven
    Or ever I had seen that day, Horatio!
    My father- methinks"
250,ACT I - Scene II," I see my father.
  Hor. O, where, my lord?
  Ham. In my mind's eye, Hor"
251,ACT I - Scene II,"atio.
  Hor. I saw him once. He was a goodly king.  
  Ham. He was a man"
252,ACT I - Scene II,", take him for all in all.
    I shall not look upon his like again.
  H"
253,ACT I - Scene II,"or. My lord, I think I saw him yesternight.
  Ham. Saw? who?
  Hor. My l"
254,ACT I - Scene II,"ord, the King your father.
  Ham. The King my father?
  Hor. Season your"
255,ACT I - Scene II," admiration for a while
    With an attent ear, till I may deliver
    U"
256,ACT I - Scene II,"pon the witness of these gentlemen,
    This marvel to you.
  Ham. For G"
257,ACT I - Scene II,"od's love let me hear!
  Hor. Two nights together had these gentlemen
  "
258,ACT I - Scene II,"  (Marcellus and Bernardo) on their watch
    In the dead vast and middl"
259,ACT I - Scene II,"e of the night
    Been thus encount'red. A figure like your father,
   "
260,ACT I - Scene II," Armed at point exactly, cap-a-pe,
    Appears before them and with sole"
261,ACT I - Scene II,"mn march
    Goes slow and stately by them. Thrice he walk'd
    By thei"
262,ACT I - Scene II,"r oppress'd and fear-surprised eyes,
    Within his truncheon's length; "
263,ACT I - Scene II,"whilst they distill'd  
    Almost to jelly with the act of fear,
    St"
264,ACT I - Scene II,"and dumb and speak not to him. This to me
    In dreadful secrecy impart"
265,ACT I - Scene II," they did,
    And I with them the third night kept the watch;
    Where"
266,ACT I - Scene II,", as they had deliver'd, both in time,
    Form of the thing, each word "
267,ACT I - Scene II,"made true and good,
    The apparition comes. I knew your father.
    Th"
268,ACT I - Scene II,"ese hands are not more like.
  Ham. But where was this?
  Mar. My lord, "
269,ACT I - Scene II,"upon the platform where we watch'd.
  Ham. Did you not speak to it?
  Ho"
270,ACT I - Scene II,"r. My lord, I did;
    But answer made it none. Yet once methought
    I"
271,ACT I - Scene II,"t lifted up it head and did address
    Itself to motion, like as it wou"
272,ACT I - Scene II,"ld speak;
    But even then the morning cock crew loud,
    And at the s"
273,ACT I - Scene II,"ound it shrunk in haste away
    And vanish'd from our sight.
  Ham. 'Ti"
274,ACT I - Scene II,"s very strange.
  Hor. As I do live, my honour'd lord, 'tis true;  
    "
275,ACT I - Scene II,"And we did think it writ down in our duty
    To let you know of it.
  H"
276,ACT I - Scene II,"am. Indeed, indeed, sirs. But this troubles me.
    Hold you the watch t"
277,ACT I - Scene II,"o-night?
  Both [Mar. and Ber.] We do, my lord.
  Ham. Arm'd, say you?
 "
278,ACT I - Scene II," Both. Arm'd, my lord.
  Ham. From top to toe?
  Both. My lord, from hea"
279,ACT I - Scene II,"d to foot.
  Ham. Then saw you not his face?
  Hor. O, yes, my lord! He "
280,ACT I - Scene II,"wore his beaver up.
  Ham. What, look'd he frowningly.
  Hor. A countena"
281,ACT I - Scene II,"nce more in sorrow than in anger.
  Ham. Pale or red?
  Hor. Nay, very p"
282,ACT I - Scene II,"ale.
  Ham. And fix'd his eyes upon you?
  Hor. Most constantly.
  Ham. "
283,ACT I - Scene II,"I would I had been there.
  Hor. It would have much amaz'd you.
  Ham. V"
284,ACT I - Scene II,"ery like, very like. Stay'd it long?  
  Hor. While one with moderate ha"
285,ACT I - Scene II,"ste might tell a hundred.
  Both. Longer, longer.
  Hor. Not when I saw'"
286,ACT I - Scene II,"t.
  Ham. His beard was grizzled- no?
  Hor. It was, as I have seen it i"
287,ACT I - Scene II,"n his life,
    A sable silver'd.
  Ham. I will watch to-night.
    Perc"
288,ACT I - Scene II,"hance 'twill walk again.
  Hor. I warr'nt it will.
  Ham. If it assume m"
289,ACT I - Scene II,"y noble father's person,
    I'll speak to it, though hell itself should"
290,ACT I - Scene II," gape
    And bid me hold my peace. I pray you all,
    If you have hith"
291,ACT I - Scene II,"erto conceal'd this sight,
    Let it be tenable in your silence still;
"
292,ACT I - Scene II,"    And whatsoever else shall hap to-night,
    Give it an understanding"
293,ACT I - Scene II," but no tongue.
    I will requite your loves. So, fare you well.
    Up"
294,ACT I - Scene II,"on the platform, 'twixt eleven and twelve,
    I'll visit you.
  All. Ou"
295,ACT I - Scene II,"r duty to your honour.  
  Ham. Your loves, as mine to you. Farewell.
  "
296,ACT I - Scene II,"                                      Exeunt [all but Hamlet].
    My fa"
297,ACT I - Scene II,"ther's spirit- in arms? All is not well.
    I doubt some foul play. Wou"
298,ACT I - Scene II,"ld the night were come!
    Till then sit still, my soul. Foul deeds wil"
299,ACT I - Scene II,"l rise,
    Though all the earth o'erwhelm them, to men's eyes.
Exit.


"
300,ACT I - Scene II,"

Scene III.
Elsinore. A room in the house of Polonius.

Enter Laertes a"
300,ACT I - Scene III,"

Scene III.
Elsinore. A room in the house of Polonius.

Enter Laertes a"
301,ACT I - Scene III,"nd Ophelia.

  Laer. My necessaries are embark'd. Farewell.
    And, sis"
302,ACT I - Scene III,"ter, as the winds give benefit
    And convoy is assistant, do not sleep"
303,ACT I - Scene III,",
    But let me hear from you.
  Oph. Do you doubt that?
  Laer. For Ha"
304,ACT I - Scene III,"mlet, and the trifling of his favour,
    Hold it a fashion, and a toy i"
305,ACT I - Scene III,"n blood;
    A violet in the youth of primy nature,
    Forward, not per"
306,ACT I - Scene III,"manent- sweet, not lasting;
    The perfume and suppliance of a minute;
"
307,ACT I - Scene III,"    No more.
  Oph. No more but so?
  Laer. Think it no more.
    For na"
308,ACT I - Scene III,"ture crescent does not grow alone
    In thews and bulk; but as this tem"
309,ACT I - Scene III,"ple waxes,
    The inward service of the mind and soul
    Grows wide wi"
310,ACT I - Scene III,"thal. Perhaps he loves you now,  
    And now no soil nor cautel doth be"
311,ACT I - Scene III,"smirch
    The virtue of his will; but you must fear,
    His greatness "
312,ACT I - Scene III,"weigh'd, his will is not his own;
    For he himself is subject to his b"
313,ACT I - Scene III,"irth.
    He may not, as unvalued persons do,
    Carve for himself, for"
314,ACT I - Scene III," on his choice depends
    The safety and health of this whole state,
  "
315,ACT I - Scene III,"  And therefore must his choice be circumscrib'd
    Unto the voice and "
316,ACT I - Scene III,"yielding of that body
    Whereof he is the head. Then if he says he lov"
317,ACT I - Scene III,"es you,
    It fits your wisdom so far to believe it
    As he in his pa"
318,ACT I - Scene III,"rticular act and place
    May give his saying deed; which is no further"
319,ACT I - Scene III,"
    Than the main voice of Denmark goes withal.
    Then weigh what los"
320,ACT I - Scene III,"s your honour may sustain
    If with too credent ear you list his songs"
